Area in Sqrt,No.of Bhk,Location,price_rupees,price_per_sqft,area_per_bhk
1050,2,Sector 73,2950000,2809.5238095238096,525.0
1050,2,Sector 73,2750000,2619.0476190476193,525.0
1000,2,Sector 73,2500000,2500.0,500.0
550,1,Sector 73,1499000,2725.4545454545455,550.0
550,1,Sector 73,1399000,2543.6363636363635,550.0
1050,2,Sector 73,2750000,2619.0476190476193,525.0
1050,2,Sector 73,2600000,2476.190476190476,525.0
650,1,Sector 73,1550000,2384.6153846153848,650.0
650,1,Sector 73,1550000,2384.6153846153848,650.0
650,1,Sector 73,1500000,2307.6923076923076,650.0
1050,2,Sector 73,2600000,2476.190476190476,525.0
1050,2,Sector 73,2580000,2457.1428571428573,525.0
1050,2,Sector 73,2580000,2457.1428571428573,525.0
1050,2,Sector 73,2750000,2619.0476190476193,525.0
650,1,Sector 73,1500000,2307.6923076923076,650.0
650,1,Sector 73,1575000,2423.076923076923,650.0
1050,2,Sector 44,3197000,3044.7619047619046,525.0
1500,3,Sector 44,4211000,2807.3333333333335,500.0
950,2,Sector 75,2841000,2990.5263157894738,475.0
1250,3,Sector 75,4196000,3356.8,416.6666666666667
950,2,Sector 93A,2980000,3136.842105263158,475.0
2100,4,Sector 128,42800000,20380.95238095238,525.0
2700,3,Sector 128,29000000,10740.74074074074,900.0
1245,2,Sector 43,14900000,11967.871485943775,622.5
970,2,Sector 108,2967000,3058.762886597938,485.0
962,2,Sector 41,2827000,2938.6694386694385,481.0
6000,4,Sector 94,90000000,15000.0,1500.0
940,2,Sector 143B,6650000,7074.468085106383,470.0
940,2,Sector 143B,6580000,7000.0,470.0
840,2,Sector 143B,5900000,7023.809523809524,420.0
840,2,Sector 143B,5880000,7000.0,420.0
1480,3,Sector 143B,10500000,7094.594594594595,493.3333333333333
1480,3,Sector 143B,10300000,6959.459459459459,493.3333333333333
1255,3,Sector 143B,8785000,7000.0,418.3333333333333
2500,3,Sector 78,27500000,11000.0,833.3333333333334
1907,3,Sector 150,14600000,7656.004195070792,635.6666666666666
1285,3,Sector 150,9800000,7626.459143968872,428.3333333333333
2999,4,other,61500000,20506.835611870625,749.75
1430,3,Sector 150,15100000,10559.44055944056,476.6666666666667
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2040,3,Sector 150,15000000,7352.941176470588,680.0
2040,3,Sector 150,15000000,7352.941176470588,680.0
3355,4,Sector 150,21100000,6289.120715350224,838.75
3355,4,Sector 150,21100000,6289.120715350224,838.75
1700,3,Sector 150,12800000,7529.411764705882,566.6666666666666
1700,3,Sector 150,12800000,7529.411764705882,566.6666666666666
1100,3,Sector 150,4145000,3768.1818181818185,366.6666666666667
1155,2,Sector 150,8600000,7445.887445887446,577.5
1155,2,Sector 150,8600000,7445.887445887446,577.5
1155,2,Sector 150,8600000,7445.887445887446,577.5
1155,2,Sector 150,8600000,7445.887445887446,577.5
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2040,3,Sector 150,15000000,7352.941176470588,680.0
2040,3,Sector 150,15000000,7352.941176470588,680.0
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2555,3,Sector 150,18700000,7318.982387475538,851.6666666666666
2040,3,Sector 150,15000000,7352.941176470588,680.0
2040,3,Sector 150,15000000,7352.941176470588,680.0
3355,4,Sector 150,21100000,6289.120715350224,838.75
3355,4,Sector 150,21100000,6289.120715350224,838.75
1700,3,Sector 150,12800000,7529.411764705882,566.6666666666666
1700,3,Sector 150,12800000,7529.411764705882,566.6666666666666
1137,2,Sector 150,8527000,7499.560246262094,568.5
1137,2,Sector 150,8527000,7499.560246262094,568.5
3200,4,Sector 150,17600000,5500.0,800.0
2300,3,Sector 150,12600000,5478.260869565217,766.6666666666666
3200,4,Sector 150,17600000,5500.0,800.0
3200,4,Sector 150,17600000,5500.0,800.0
2300,3,Sector 150,12600000,5478.260869565217,766.6666666666666
2300,3,Sector 150,12600000,5478.260869565217,766.6666666666666
1750,3,Sector 150,9625000,5500.0,583.3333333333334
1750,3,Sector 150,9625000,5500.0,583.3333333333334
1750,3,Sector 150,9625000,5500.0,583.3333333333334
3200,4,Sector 150,24700000,7718.750000000001,800.0
3200,4,Sector 150,24700000,7718.750000000001,800.0
2000,3,Sector 150,15700000,7850.0,666.6666666666666
2000,3,Sector 150,15700000,7850.0,666.6666666666666
3200,4,Sector 150,24700000,7718.750000000001,800.0
3200,4,Sector 150,24700000,7718.750000000001,800.0
2000,3,Sector 150,15700000,7850.0,666.6666666666666
2000,3,Sector 150,15700000,7850.0,666.6666666666666
2300,3,Sector 150,17900000,7782.608695652174,766.6666666666666
2300,3,Sector 150,17900000,7782.608695652174,766.6666666666666
1625,3,Sector 150,12900000,7938.461538461538,541.6666666666666
1625,3,Sector 150,12900000,7938.461538461538,541.6666666666666
1155,2,Sector 150,8600000,7445.887445887446,577.5
1155,2,Sector 150,8600000,7445.887445887446,577.5
1155,2,Sector 150,8600000,7445.887445887446,577.5
1155,2,Sector 150,8600000,7445.887445887446,577.5
1100,2,Sector 93,7700000,7000.0,550.0
3000,4,Sector 93A,35000000,11666.666666666666,750.0
2800,4,Sector 93A,32500000,11607.142857142857,700.0
2095,3,Sector 150,15000000,7159.904534606205,698.3333333333334
1190,2,Sector 150,7500000,6302.5210084033615,595.0
1110,2,Sector 137,7400000,6666.666666666667,555.0
2095,3,Sector 150,14000000,6682.577565632459,698.3333333333334
1500,3,Sector 93A,16500000,11000.0,500.0
2800,4,Sector 93A,31900000,11392.857142857143,700.0
1750,3,Sector 93A,21000000,12000.0,583.3333333333334
1750,3,Sector 93A,21000000,12000.0,583.3333333333334
1500,3,Sector 93A,16000000,10666.666666666666,500.0
3000,4,Sector 93A,35000000,11666.666666666666,750.0
3000,4,Sector 93A,35000000,11666.666666666666,750.0
1500,3,Sector 93A,15500000,10333.333333333334,500.0
2800,4,Sector 93A,32400000,11571.428571428572,700.0
1100,2,Sector 150,8100000,7363.636363636364,550.0
1137,2,Sector 150,7900000,6948.109058927001,568.5
1305,2,Sector 150,11399999,8735.632183908045,652.5
3302,3,Sector 108,32400000,9812.235009085403,1100.6666666666667
3996,4,Sector 108,34000000,8508.508508508508,999.0
950,2,Sector 104,2925000,3078.9473684210525,475.0
950,2,Sector 104,2960000,3115.7894736842104,475.0
950,2,Sector 104,2950000,3105.2631578947367,475.0
950,2,Sector 110,2880000,3031.5789473684213,475.0
950,2,Sector 50,3218000,3387.3684210526317,475.0
955,2,Sector 49,3050000,3193.717277486911,477.5
2007,3,Sector 128,33000000,16442.451420029895,669.0
1185,3,Sector 152,11399999,9620.25316455696,395.0
1404,3,Sector 150,10500000,7478.6324786324785,468.0
1220,2,Sector 94,16500000,13524.590163934427,610.0
1355,3,Sector 144,9756000,7200.0,451.6666666666667
3600,6,other,40000000,11111.111111111111,600.0
6750,7,other,65000000,9629.62962962963,964.2857142857143
7600,6,Sector 15A,260000000,34210.52631578947,1266.6666666666667
2340,4,Sector 41,17500000,7478.6324786324785,585.0
8100,8,other,67500000,8333.333333333334,1012.5
7560,7,other,90000000,11904.761904761905,1080.0
2920,4,other,25000000,8561.643835616438,730.0
3240,5,other,31000000,9567.901234567902,648.0
1695,3,Sector 137,7500000,4424.778761061947,565.0
1070,2,Sector 137,4400000,4112.14953271028,535.0
3600,4,Sector 137,22500000,6250.0,900.0
1955,3,other,12000000,6138.107416879795,651.6666666666666
3400,4,Sector 137,31000000,9117.64705882353,850.0
925,2,Sector 137,4200000,4540.540540540541,462.5
1725,3,Sector 137,7200000,4173.913043478261,575.0
985,2,Sector 73,2967000,3012.1827411167515,492.5
944,2,Sector 75,2832000,3000.0,472.0
947,2,Sector 74,2831000,2989.440337909187,473.5
952,2,Sector 76,2839000,2982.1428571428573,476.0
962,2,Sector 77,2841000,2953.222453222453,481.0
956,2,Sector 104,2821000,2950.836820083682,478.0
958,2,other,2774000,2895.615866388309,479.0
958,2,Sector 104,3032000,3164.926931106472,479.0
1920,4,Sector 143B,14200000,7395.833333333333,480.0
1920,4,Sector 143B,13400000,6979.166666666667,480.0
1255,3,Sector 143B,8810000,7019.9203187251,418.3333333333333
950,2,Sector 49,3300000,3473.684210526316,475.0
950,2,Sector 49,3065000,3226.315789473684,475.0
950,2,Sector 49,3224000,3393.684210526316,475.0
960,2,Sector 93,2964000,3087.5,480.0
957,2,Sector 110,2820000,2946.7084639498435,478.5
977,2,Sector 104,2843000,2909.92835209826,488.5
987,2,Sector 110,2987000,3026.342451874367,493.5
950,2,Sector 49,3229999,3399.9999999999995,475.0
970,2,Sector 49,3140000,3237.1134020618556,485.0
1155,2,Sector 150,8600000,7445.887445887446,577.5
1155,2,Sector 150,8600000,7445.887445887446,577.5
1732,3,Sector 75,11500000,6639.722863741339,577.3333333333334
3600,8,other,21000000,5833.333333333333,450.0
1015,2,Sector 76,4800000,4729.064039408867,507.5
950,2,Sector 104,2996000,3153.684210526316,475.0
950,2,Sector 104,2987000,3144.2105263157896,475.0
950,2,Sector 107,2966000,3122.1052631578946,475.0
950,2,Sector 104,2977000,3133.684210526316,475.0
950,2,Sector 104,2966000,3122.1052631578946,475.0
950,2,Sector 104,2973000,3129.4736842105262,475.0
950,2,Sector 104,2965000,3121.0526315789475,475.0
950,2,other,2988000,3145.2631578947367,475.0
968,2,Sector 49,3227000,3333.677685950414,484.0
550,1,Sector 49,1725000,3136.3636363636365,550.0
585,1,Sector 49,1720000,2940.17094017094,585.0
1450,3,Sector 49,4465000,3079.310344827586,483.3333333333333
656,2,Sector 49,2165000,3300.3048780487807,328.0
957,2,Sector 49,3060000,3197.4921630094045,478.5
658,2,Sector 49,2300000,3495.4407294832827,329.0
950,2,Sector 49,3215000,3384.2105263157896,475.0
659,2,Sector 49,2310000,3505.311077389985,329.5
965,2,Sector 49,3225000,3341.9689119170985,482.5
975,2,Sector 49,3235000,3317.948717948718,487.5
945,2,Sector 49,3185000,3370.3703703703704,472.5
968,2,Sector 49,3227000,3333.677685950414,484.0
550,1,Sector 49,1725000,3136.3636363636365,550.0
585,1,Sector 49,1720000,2940.17094017094,585.0
675,2,Sector 49,2220000,3288.8888888888887,337.5
690,2,Sector 49,2222000,3220.289855072464,345.0
550,1,Sector 49,1742000,3167.2727272727275,550.0
958,2,Sector 49,3154000,3292.275574112735,479.0
635,2,Sector 49,2174000,3423.6220472440946,317.5
945,2,Sector 49,3222000,3409.5238095238096,472.5
968,2,Sector 49,3174000,3278.9256198347107,484.0
940,2,Sector 49,3074000,3270.2127659574467,470.0
957,2,Sector 49,3060000,3197.4921630094045,478.5
658,2,Sector 49,2300000,3495.4407294832827,329.0
950,2,Sector 49,3215000,3384.2105263157896,475.0
659,2,Sector 49,2310000,3505.311077389985,329.5
965,2,Sector 49,3225000,3341.9689119170985,482.5
975,2,Sector 49,3235000,3317.948717948718,487.5
945,2,Sector 49,3185000,3370.3703703703704,472.5
1137,2,Sector 150,8527000,7499.560246262094,568.5
1137,2,Sector 150,8527000,7499.560246262094,568.5
950,2,Sector 104,2970000,3126.315789473684,475.0
945,2,Sector 49,3085000,3264.5502645502647,472.5
565,1,Sector 49,1734000,3069.026548672566,565.0
950,2,Sector 49,3386999,3565.263157894736,475.0
1100,4,Sector 50,3565000,3240.909090909091,275.0
950,2,Sector 49,3327000,3502.105263157895,475.0
965,2,Sector 49,3134000,3247.6683937823836,482.5
951,2,Sector 49,3030000,3186.1198738170347,475.5
948,2,Sector 49,3117000,3287.974683544304,474.0
660,2,Sector 50,2235000,3386.3636363636365,330.0
950,2,Sector 49,3345000,3521.052631578948,475.0
950,2,Sector 49,3270000,3442.105263157895,475.0
690,2,Sector 49,2325000,3369.5652173913045,345.0
700,2,Sector 49,2205000,3150.0,350.0
952,2,Sector 49,3035000,3188.0252100840335,476.0
935,2,Sector 49,3024000,3234.224598930481,467.5
940,2,Sector 49,2975000,3164.8936170212764,470.0
1050,2,Sector 49,3340000,3180.9523809523807,525.0
975,2,Sector 49,3234000,3316.9230769230776,487.5
960,2,Sector 104,3015000,3140.625,480.0
950,2,Sector 110,2910000,3063.157894736842,475.0
700,2,Sector 50,2317000,3310.0,350.0
950,2,Sector 110,2850000,3000.0,475.0
950,2,Sector 110,2860000,3010.5263157894738,475.0
950,2,Sector 110,2870000,3021.0526315789475,475.0
950,2,Sector 107,2980000,3136.842105263158,475.0
950,2,Sector 104,2990000,3147.3684210526317,475.0
3312,3,Sector 108,31500000,9510.869565217392,1104.0
3312,3,Sector 108,31500000,9510.869565217392,1104.0
495,1,Sector 137,3000000,6060.606060606061,495.0
3750,5,Sector 43,55000000,14666.666666666666,750.0
3370,4,Sector 43,46800000,13887.240356083086,842.5
3131,4,Sector 43,40400000,12903.225806451614,782.75
2335,4,Sector 79,16000000,6852.248394004283,583.75
1895,3,Sector 79,12500000,6596.306068601583,631.6666666666666
1645,3,Sector 79,10600000,6443.768996960486,548.3333333333334
4874,4,Sector 108,41500000,8514.567090685268,1218.5
3996,4,Sector 108,34000000,8508.508508508508,999.0
3302,3,Sector 108,28100000,8509.99394306481,1100.6666666666667
3027,4,Sector 150,25400000,8391.146349520977,756.75
3200,4,Sector 152,22400000,7000.000000000001,800.0
2415,3,other,9573000,3963.9751552795033,805.0
1347,3,other,5472000,4062.3608017817373,449.0
928,2,other,3863000,4162.7155172413795,464.0
1293,3,other,5265000,4071.925754060325,431.0
1430,3,other,5791000,4049.6503496503497,476.6666666666667
1155,2,Sector 150,8316000,7200.0,577.5
1907,3,Sector 150,14600000,7656.004195070792,635.6666666666666
2330,3,Sector 150,20099999,8626.609442060084,776.6666666666666
2330,3,Sector 150,20400000,8755.364806866954,776.6666666666666
1400,3,Sector 150,10100000,7214.285714285715,466.6666666666667
1615,3,Sector 150,10400000,6439.628482972136,538.3333333333334
1615,3,Sector 150,10600000,6563.467492260062,538.3333333333334
1675,3,Sector 150,11100000,6626.865671641792,558.3333333333334
2350,3,Sector 150,15500000,6595.744680851064,783.3333333333334
3200,4,Sector 150,19600000,6125.0,800.0
890,2,Sector 74,5750000,6460.6741573033705,445.0
1200,2,Sector 74,5743000,4785.833333333333,600.0
1220,3,Sector 74,7200000,5901.639344262295,406.6666666666667
1760,3,Sector 74,6998999,3976.704545454545,586.6666666666666
2062,3,Sector 150,14300000,6935.014548981571,687.3333333333334
1350,3,Sector 75,11000000,8148.148148148148,450.0
1370,2,Sector 77,9500000,6934.306569343065,685.0
1625,3,Sector 77,12500000,7692.307692307692,541.6666666666666
1625,3,Sector 77,12500000,7692.307692307692,541.6666666666666
1735,3,Sector 79,19900000,11469.740634005764,578.3333333333334
1735,3,Sector 79,19900000,11469.740634005764,578.3333333333334
2890,3,Sector 79,30600000,10588.235294117647,963.3333333333334
2890,4,Sector 79,36900000,12768.166089965398,722.5
3501,4,Sector 107,47000000,13424.73578977435,875.25
3501,4,Sector 107,47000000,13424.73578977435,875.25
4482,4,Sector 107,60500000,13498.438197233378,1120.5
4482,4,Sector 107,60500000,13498.438197233378,1120.5
6570,5,Sector 107,89000000,13546.42313546423,1314.0
6570,5,Sector 107,89000000,13546.42313546423,1314.0
4082,4,Sector 152,30600000,7496.325330720235,1020.5
1395,3,Sector 150,11000000,7885.304659498208,465.0
1690,3,Sector 150,13799999,8165.68047337278,563.3333333333334
1505,3,Sector 137,9000000,5980.066445182724,501.6666666666667
3030,4,Sector 75,28700000,9471.947194719472,757.5
1675,3,Sector 150,13000000,7761.194029850746,558.3333333333334
2800,4,Sector 93A,32599999,11642.857142857141,700.0
1100,2,Sector 93,7550000,6863.636363636364,550.0
2350,3,Sector 150,18300000,7787.234042553191,783.3333333333334
1675,3,Sector 150,12600000,7522.388059701492,558.3333333333334
3200,4,Sector 152,24000000,7500.0,800.0
2350,3,Sector 152,17600000,7489.36170212766,783.3333333333334
1850,3,Sector 152,13799999,7459.459459459458,616.6666666666666
1750,3,Sector 150,12800000,7314.285714285715,583.3333333333334
1750,3,Sector 150,13500000,7714.285714285715,583.3333333333334
3165,3,Sector 150,30000000,9478.67298578199,1055.0
2461,3,Sector 150,24000000,9752.133279154816,820.3333333333334
1265,2,Sector 150,13000000,10276.679841897234,632.5
1907,3,Sector 150,19500000,10225.485055060304,635.6666666666666
2300,3,Sector 150,17200000,7478.260869565217,766.6666666666666
3200,4,Sector 150,24000000,7500.0,800.0
6750,5,Sector 79,55000000,8148.148148148148,1350.0
2258,3,Sector 43,30000000,13286.093888396812,752.6666666666666
2350,3,Sector 150,18000000,7659.574468085107,783.3333333333334
3300,4,Sector 150,25500000,7727.272727272727,825.0
1137,2,Sector 150,8500000,7475.813544415128,568.5
1165,2,Sector 150,9300000,7982.832618025751,582.5
1980,3,Sector 150,14800000,7474.747474747474,660.0
2230,3,Sector 150,16700000,7488.789237668161,743.3333333333334
3200,4,Sector 150,24000000,7500.0,800.0
4874,4,Sector 108,51700000,10607.304062371768,1218.5
3302,3,Sector 108,34600000,10478.497880072684,1100.6666666666667
1245,2,Sector 150,9960000,8000.0,622.5
1350,3,Sector 49,4535000,3359.259259259259,450.0
1120,3,Sector 150,3999000,3570.535714285714,373.3333333333333
1180,3,Sector 150,3900000,3305.084745762712,393.3333333333333
1100,3,Sector 150,3679999,3345.454545454545,366.6666666666667
1140,3,Sector 150,3690000,3236.842105263158,380.0
2800,4,Sector 93A,32000000,11428.57142857143,700.0
1350,2,Sector 150,7900000,5851.851851851852,675.0
1675,3,Sector 150,11000000,6567.164179104478,558.3333333333334
2800,4,Sector 93A,32000000,11428.57142857143,700.0
2800,4,Sector 93A,29800000,10642.857142857143,700.0
1500,3,Sector 93A,15100000,10066.666666666666,500.0
1300,3,Sector 93A,13000000,10000.0,433.3333333333333
1085,2,Sector 150,7700000,7096.774193548387,542.5
1675,3,Sector 150,12400000,7402.985074626866,558.3333333333334
3430,4,Sector 78,37700000,10991.25364431487,857.5
2350,3,Sector 150,19900000,8468.08510638298,783.3333333333334
6570,5,Sector 107,84700000,12891.93302891933,1314.0
3501,4,Sector 107,47200000,13481.862325049986,875.25
2500,3,Sector 107,25000000,10000.0,833.3333333333334
1980,3,Sector 150,15200000,7676.767676767677,660.0
1881,2,Sector 75,17800000,9463.051568314726,940.5
1250,2,Sector 78,6000000,4800.0,625.0
1350,2,Sector 152,12500000,9259.25925925926,675.0
1350,2,Sector 152,12500000,9259.25925925926,675.0
5272,7,Sector 108,47500000,9009.863429438543,753.1428571428571
1195,2,Sector 150,7500000,6276.150627615063,597.5
2800,4,Sector 93A,31000000,11071.42857142857,700.0
1195,2,Sector 150,7500000,6276.150627615063,597.5
1500,3,Sector 93A,14500000,9666.666666666666,500.0
1675,3,Sector 150,11500000,6865.671641791045,558.3333333333334
1500,3,Sector 93A,14500000,9666.666666666666,500.0
2040,3,Sector 150,15700000,7696.078431372549,680.0
2555,3,Sector 150,19600000,7671.232876712329,851.6666666666666
1700,3,Sector 150,11700000,6882.35294117647,566.6666666666666
2230,3,Sector 150,17600000,7892.37668161435,743.3333333333334
4482,4,Sector 107,57800000,12896.028558679162,1120.5
900,2,other,8500000,9444.444444444445,450.0
2500,3,Sector 78,27500000,11000.0,833.3333333333334
1400,3,Sector 150,10200000,7285.714285714285,466.6666666666667
1695,3,Sector 137,7500000,4424.778761061947,565.0
1575,3,Sector 150,13000000,8253.968253968254,525.0
1656,3,Sector 75,18200000,10990.338164251209,552.0
1971,2,Sector 75,19700000,9994.926433282597,985.5
1575,3,Sector 150,13000000,8253.968253968254,525.0
2335,4,Sector 79,18500000,7922.912205567452,583.75
954,3,Sector 19 Yamuna Expressway,4936000,5174.0041928721175,318.0
604,2,Sector 19 Yamuna Expressway,3796000,6284.76821192053,302.0
954,3,Sector 19 Yamuna Expressway,4936000,5174.0041928721175,318.0
713,2,Sector 19 Yamuna Expressway,4324000,6064.5161290322585,356.5
713,2,Sector 19 Yamuna Expressway,4324000,6064.5161290322585,356.5
1224,4,Sector 19 Yamuna Expressway,6640000,5424.83660130719,306.0
1224,4,Sector 19 Yamuna Expressway,6640000,5424.83660130719,306.0
792,3,Sector 19 Yamuna Expressway,5052000,6378.787878787879,264.0
792,3,Sector 19 Yamuna Expressway,5052000,6378.787878787879,264.0
558,2,Sector 19 Yamuna Expressway,3660000,6559.139784946236,279.0
558,2,Sector 19 Yamuna Expressway,3660000,6559.139784946236,279.0
690,1,other,2390000,3463.768115942029,690.0
690,1,other,2390000,3463.768115942029,690.0
590,1,other,2044000,3464.4067796610175,590.0
590,1,other,2044000,3464.4067796610175,590.0
690,1,other,2390000,3463.768115942029,690.0
690,1,other,2390000,3463.768115942029,690.0
590,1,other,2044000,3464.4067796610175,590.0
590,1,other,2044000,3464.4067796610175,590.0
500,1,Sector 17A Yamuna Expressway,2100000,4200.0,500.0
500,1,Sector 17A Yamuna Expressway,2100000,4200.0,500.0
500,1,Sector 17A Yamuna Expressway,2100000,4200.0,500.0
500,1,Sector 17A Yamuna Expressway,2100000,4200.0,500.0
1074,2,Sector 78,6200000,5772.811918063315,537.0
5100,4,Sector 108,47500000,9313.725490196079,1275.0
4874,4,Sector 108,51100000,10484.20188756668,1218.5
1350,3,Sector 121,18000000,13333.333333333334,450.0
3195,4,Sector 121,42500000,13302.034428794992,798.75
2124,3,Sector 75,21600000,10169.49152542373,708.0
1750,3,Sector 75,6750000,3857.1428571428573,583.3333333333334
2124,3,Sector 75,21600000,10169.49152542373,708.0
2511,4,Sector 75,29000000,11549.183592194346,627.75
2548,3,Sector 50,27000000,10596.546310832025,849.3333333333334
2124,3,Sector 75,22300000,10499.058380414313,708.0
950,2,other,2860000,3010.5263157894738,475.0
2070,3,Sector 121,28000000,13526.570048309179,690.0
1200,2,Sector 74,5742000,4785.0,600.0
1645,3,Sector 78,8636000,5249.848024316109,548.3333333333334
1431,2,Sector 75,14500000,10132.77428371768,715.5
4874,4,Sector 108,45000000,9232.663110381616,1218.5
2511,4,Sector 75,26300000,10473.914774990044,627.75
2990,4,Sector 150,23600000,7892.976588628762,747.5
3355,4,Sector 150,25800000,7690.014903129657,838.75
950,2,Sector 49,3064000,3225.2631578947367,475.0
1340,3,Sector 143,7400000,5522.388059701492,446.6666666666667
1075,2,Sector 74,7990000,7432.5581395348845,537.5
1075,2,Sector 74,8000000,7441.860465116279,537.5
1000,2,Sector 73,2854000,2854.0,500.0
1750,3,Sector 150,15800000,9028.57142857143,583.3333333333334
2700,3,Sector 128,32100000,11888.888888888889,900.0
1750,3,Sector 150,14000000,8000.0,583.3333333333334
1500,3,Sector 75,11500000,7666.666666666667,500.0
1350,3,Sector 75,9000000,6666.666666666667,450.0
2186,4,Sector 76,13500000,6175.663311985361,546.5
2500,3,Sector 78,26800000,10720.0,833.3333333333334
1730,2,Sector 79,16800000,9710.982658959538,865.0
1690,3,Sector 79,13000000,7692.307692307692,563.3333333333334
1140,3,Sector 150,3579999,3140.350877192982,380.0
1110,3,Sector 150,4001000,3604.5045045045044,370.0
1150,3,Sector 150,3900000,3391.304347826087,383.3333333333333
1100,3,Sector 150,3700000,3363.6363636363635,366.6666666666667
1140,3,Sector 150,3700000,3245.6140350877195,380.0
1500,3,Sector 150,3500000,2333.3333333333335,500.0
1201,3,Sector 150,4004999,3334.7210657785176,400.3333333333333
1140,3,Sector 150,3500000,3070.1754385964914,380.0
1201,3,Sector 150,4000000,3330.5578684429643,400.3333333333333
1201,3,Sector 150,4000000,3330.5578684429643,400.3333333333333
1100,3,Sector 150,4000000,3636.3636363636365,366.6666666666667
1100,3,Sector 150,4000000,3636.3636363636365,366.6666666666667
1100,3,Sector 150,4000000,3636.3636363636365,366.6666666666667
1110,3,Sector 150,4000000,3603.6036036036035,370.0
1100,3,Sector 150,3979999,3618.1818181818176,366.6666666666667
1400,3,Sector 150,4000000,2857.1428571428573,466.6666666666667
1140,3,Sector 150,4008000,3515.7894736842104,380.0
1130,3,Sector 150,3860000,3415.929203539823,376.6666666666667
1110,3,Sector 150,4000000,3603.6036036036035,370.0
1110,3,Sector 150,4000000,3603.6036036036035,370.0
1110,3,Sector 150,4007000,3609.90990990991,370.0
1110,3,Sector 150,4007000,3609.90990990991,370.0
1120,3,Sector 150,4500000,4017.8571428571427,373.3333333333333
593,1,Sector 104,1767000,2979.763912310287,593.0
950,2,Sector 104,2900000,3052.6315789473683,475.0
1675,3,Sector 150,12000000,7164.179104477612,558.3333333333334
1195,2,Sector 150,7000000,5857.740585774059,597.5
1675,3,Sector 150,12500000,7462.686567164179,558.3333333333334
2190,3,Sector 150,16000000,7305.936073059361,730.0
1675,3,Sector 150,11000000,6567.164179104478,558.3333333333334
2095,3,Sector 150,14500000,6921.241050119332,698.3333333333334
1200,3,Sector 137,8000000,6666.666666666667,400.0
1750,3,Sector 93A,19500000,11142.857142857143,583.3333333333334
1100,2,Sector 93,7700000,7000.0,550.0
1900,3,Sector 93,18000000,9473.684210526315,633.3333333333334
1195,2,Sector 150,7400000,6192.468619246862,597.5
1750,3,Sector 93A,19900000,11371.42857142857,583.3333333333334
1675,3,Sector 150,11000000,6567.164179104478,558.3333333333334
2095,4,Sector 150,12900000,6157.517899761337,523.75
1195,2,Sector 150,7500000,6276.150627615063,597.5
1170,2,Sector 144,8500000,7264.957264957265,585.0
550,1,Sector 93,1714999,3118.1818181818176,550.0
1100,2,Sector 44,3400000,3090.909090909091,550.0
1350,3,Sector 49,4100000,3037.037037037037,450.0
950,2,Sector 49,3200000,3368.4210526315787,475.0
1400,2,Sector 73,3800000,2714.285714285714,700.0
1000,2,Sector 73,2500000,2500.0,500.0
950,2,Sector 49,3200000,3368.4210526315787,475.0
1375,3,Sector 44,4000000,2909.090909090909,458.3333333333333
1050,2,Sector 73,2860000,2723.809523809524,525.0
980,2,Sector 73,2450000,2500.0,490.0
950,2,Sector 73,2400000,2526.315789473684,475.0
1000,2,Sector 49,3300000,3300.0,500.0
1350,3,Sector 49,4100000,3037.037037037037,450.0
1400,3,Sector 49,4200000,3000.0,466.6666666666667
950,2,Sector 49,2800000,2947.3684210526317,475.0
1050,2,Sector 44,2850000,2714.285714285714,525.0
2100,4,Sector 49,6500000,3095.2380952380954,525.0
950,2,Sector 73,2500000,2631.5789473684213,475.0
950,2,Sector 49,3000000,3157.8947368421054,475.0
980,2,Sector 104,3100000,3163.265306122449,490.0
1400,3,Sector 73,3800000,2714.285714285714,466.6666666666667
1350,3,Sector 49,4500000,3333.3333333333335,450.0
950,2,Sector 73,2400000,2526.315789473684,475.0
1050,2,Sector 49,3200000,3047.6190476190477,525.0
1100,2,Sector 49,3500000,3181.818181818182,550.0
1350,3,Sector 73,3700000,2740.740740740741,450.0
1400,3,Sector 73,3800000,2714.285714285714,466.6666666666667
1000,2,Sector 73,2500000,2500.0,500.0
1050,2,Sector 49,2975000,2833.3333333333335,525.0
950,2,Sector 49,2850000,3000.0,475.0
1050,2,Sector 44,2800000,2666.6666666666665,525.0
985,2,Sector 44,2810000,2852.791878172589,492.5
1492,2,Sector 49,4300000,2882.0375335120643,746.0
1050,2,Sector 49,3350000,3190.4761904761904,525.0
1370,2,Sector 79,9500000,6934.306569343065,685.0
1100,2,Sector 44,3000000,2727.2727272727275,550.0
1050,2,Sector 44,2900000,2761.904761904762,525.0
1000,2,Sector 49,2950000,2950.0,500.0
1000,2,Sector 44,2825000,2825.0,500.0
1000,2,Sector 44,2700000,2700.0,500.0
1060,2,Sector 44,2818000,2658.490566037736,530.0
1400,3,Sector 49,4200000,3000.0,466.6666666666667
1040,2,Sector 49,3150000,3028.846153846154,520.0
1385,3,Sector 44,3900000,2815.884476534296,461.6666666666667
1050,2,Sector 49,3150000,3000.0,525.0
1440,3,Sector 49,4050000,2812.5,480.0
1400,3,Sector 49,4450000,3178.5714285714284,466.6666666666667
