Area in Sqrt,No.of Bhk,Location,price_rupees,price_per_sqft,area_per_bhk
2040,3,Sector 150,11800000,5784.313725490196,680.0
2230,3,Sector 150,10700000,4798.206278026906,743.3333333333334
1137,2,Sector 150,6100000,5364.995602462621,568.5
3355,4,Sector 150,16800000,5007.451564828614,838.75
3200,4,Sector 150,17100000,5343.75,800.0
2000,3,Sector 150,10700000,5350.0,666.6666666666666
2300,3,Sector 150,12300000,5347.826086956522,766.6666666666666
1245,2,Sector 79,7275000,5843.373493975903,622.5
2440,3,Sector 150,18100000,7418.0327868852455,813.3333333333334
2190,3,Sector 150,14800000,6757.990867579909,730.0
1625,3,Sector 150,8693000,5349.538461538462,541.6666666666666
1750,3,Sector 150,8923000,5098.857142857143,583.3333333333334
2190,3,Sector 150,11100000,5068.4931506849325,730.0
1395,3,Sector 150,7113000,5098.924731182796,465.0
3300,4,Sector 75,36300000,11000.0,825.0
3030,4,Sector 75,33300000,10990.09900990099,757.5
3300,4,Sector 75,36300000,11000.0,825.0
2510,3,Sector 75,27599999,10996.015936254978,836.6666666666666
3030,4,Sector 75,33300000,10990.09900990099,757.5
2510,3,Sector 75,27599999,10996.015936254978,836.6666666666666
4874,4,Sector 108,41400000,8494.050061551088,1218.5
3302,3,Sector 108,28000000,8479.709267110842,1100.6666666666667
3312,3,Sector 108,28100000,8484.299516908213,1104.0
3996,4,Sector 108,33900000,8483.483483483484,999.0
3195,3,Sector 108,23000000,7198.748043818467,1065.0
4850,4,Sector 108,34100000,7030.927835051546,1212.5
1775,3,Sector 152,12300000,6929.577464788732,591.6666666666666
1350,2,Sector 152,8950000,6629.62962962963,675.0
4000,4,Sector 108,30000000,7500.0,1000.0
1753,4,Sector 43,40599999,23160.296634341124,438.25
1753,4,Sector 43,40599999,23160.296634341124,438.25
1345,3,Sector 43,37200000,27657.992565055763,448.3333333333333
1265,2,Sector 150,10100000,7984.189723320158,632.5
1246,2,Sector 119,6200000,4975.922953451043,623.0
4644,4,Sector 107,27799999,5986.21877691645,1161.0
1295,2,Sector 43,12500000,9652.509652509652,647.5
3940,4,Sector 108,29000000,7360.406091370558,985.0
3940,4,Sector 108,30000000,7614.213197969543,985.0
804,2,Sector 152,8234999,10242.537313432835,402.0
1181,3,Sector 152,11299999,9568.162574089753,393.6666666666667
1185,3,Sector 152,11299999,9535.864978902951,395.0
815,2,Sector 152,8348000,10242.944785276073,407.5
2440,3,Sector 150,27500000,11270.491803278688,813.3333333333334
2440,3,Sector 150,27500000,11270.491803278688,813.3333333333334
2440,3,Sector 150,27500000,11270.491803278688,813.3333333333334
2440,3,Sector 150,27500000,11270.491803278688,813.3333333333334
2251,4,Sector 150,22700000,10084.40693025322,562.75
525,2,other,1578000,3005.714285714286,262.5
434,1,other,1268000,2921.6589861751154,434.0
1025,2,Sector 144,7300000,7121.951219512195,512.5
1404,3,Sector 150,7655000,5452.279202279202,468.0
1155,2,Sector 150,6300000,5454.545454545455,577.5
1137,2,Sector 150,6200000,5452.946350043975,568.5
1160,2,Sector 144,8300000,7155.172413793103,580.0
1200,2,other,2899000,2415.8333333333335,600.0
1409,3,Sector 78,6500000,4613.20085166785,469.6666666666667
1340,3,Sector 143,7000000,5223.880597014925,446.6666666666667
2088,3,Sector 43,23900000,11446.360153256705,696.0
2350,4,Sector 93A,14000000,5957.446808510638,587.5
950,2,Sector 134,3900000,4105.263157894737,475.0
1670,3,Sector 134,7000000,4191.616766467066,556.6666666666666
950,2,Sector 134,3500000,3684.2105263157896,475.0
4070,5,Sector 78,28000000,6879.606879606879,814.0
3284,4,Sector 50,32799999,9987.819732034104,821.0
1575,3,Sector 50,12000000,7619.047619047619,525.0
1295,3,other,8200000,6332.046332046332,431.6666666666667
1350,3,other,3250000,2407.4074074074074,450.0
2650,4,Sector 107,20000000,7547.169811320755,662.5
2500,4,Sector 134,11000000,4400.0,625.0
990,3,other,4603000,4649.49494949495,330.0
460,1,other,2139000,4650.0,460.0
766,2,other,3561000,4648.825065274152,383.0
6300,5,Sector 75,72400000,11492.063492063493,1260.0
3300,4,Sector 75,37900000,11484.848484848484,825.0
3030,4,Sector 75,34800000,11485.148514851486,757.5
2510,3,Sector 75,28800000,11474.10358565737,836.6666666666666
5300,5,Sector 75,60900000,11490.566037735849,1060.0
951,3,other,4422000,4649.842271293375,317.0
950,2,Sector 134,4500000,4736.8421052631575,475.0
1450,2,other,12500000,8620.689655172413,725.0
2450,3,Sector 50,14000000,5714.285714285715,816.6666666666666
995,2,other,4600000,4623.115577889447,497.5
1090,1,Sector 121,6898999,6329.357798165137,1090.0
2715,5,Sector 79,21500000,7918.968692449355,543.0
5000,5,Sector 79,32500000,6500.0,1000.0
3631,4,Sector 107,59100000,16276.507849077389,907.75
1865,3,Sector 107,26200000,14048.257372654156,621.6666666666666
1404,3,Sector 150,9196000,6549.85754985755,468.0
1155,2,Sector 150,7565000,6549.78354978355,577.5
1137,2,Sector 150,7447000,6549.692172383465,568.5
783,3,Sector 150,9000000,11494.252873563219,261.0
981,3,Sector 150,11399999,11620.795107033637,327.0
648,2,Sector 150,7600000,11728.395061728395,324.0
3400,4,other,26000000,7647.058823529412,850.0
1600,3,other,21000000,13125.0,533.3333333333334
1340,3,Sector 143,7000000,5223.880597014925,446.6666666666667
650,1,Sector 44,1500000,2307.6923076923076,650.0
10000,10,other,130000000,13000.0,1000.0
1585,3,other,15100000,9526.813880126183,528.3333333333334
3400,4,other,25000000,7352.941176470588,850.0
4425,4,Sector 78,32500000,7344.632768361582,1106.25
1082,2,Sector 74,5500000,5083.179297597043,541.0
1050,2,Sector 49,3500000,3333.3333333333335,525.0
1246,2,Sector 119,6200000,4975.922953451043,623.0
950,2,Sector 49,3300000,3473.684210526316,475.0
1385,3,Sector 77,8600000,6209.386281588448,461.6666666666667
1050,2,Sector 49,3800000,3619.0476190476193,525.0
2200,4,Sector 41,31000000,14090.90909090909,550.0
1400,3,Sector 49,5000000,3571.4285714285716,466.6666666666667
1090,2,Sector 76,5800000,5321.100917431193,545.0
1000,2,Sector 49,3500000,3500.0,500.0
3223,4,other,61500000,19081.60099286379,805.75
900,2,Sector 49,3000000,3333.3333333333335,450.0
950,2,Sector 49,3300000,3473.684210526316,475.0
850,2,Sector 49,2800000,3294.1176470588234,425.0
1050,2,Sector 49,4500000,4285.714285714285,525.0
1450,2,Sector 49,4500000,3103.448275862069,725.0
3184,4,Sector 50,34000000,10678.391959798995,796.0
615,1,Sector 75,4500000,7317.073170731707,615.0
1505,3,Sector 74,8500000,5647.840531561462,501.6666666666667
10000,10,other,52500000,5250.0,1000.0
5800,4,Sector 107,37200000,6413.793103448276,1450.0
4900,8,other,140000000,28571.428571428572,612.5
6000,6,Sector 44,45000000,7500.0,1000.0
3200,2,Sector 45,24000000,7500.0,1600.0
2400,5,other,17000000,7083.333333333333,480.0
1150,2,Sector 74,6000000,5217.391304347826,575.0
1424,3,Sector 45,8500000,5969.101123595506,474.6666666666667
1495,3,Sector 75,10500000,7023.411371237458,498.3333333333333
2050,3,Sector 75,14000000,6829.268292682927,683.3333333333334
1820,3,Sector 75,11200000,6153.846153846155,606.6666666666666
1765,3,Sector 75,11000000,6232.294617563739,588.3333333333334
990,2,Sector 75,5800000,5858.585858585859,495.0
1495,3,Sector 75,11000000,7357.859531772575,498.3333333333333
1495,3,Sector 75,11000000,7357.859531772575,498.3333333333333
1295,2,Sector 75,8500000,6563.706563706563,647.5
1732,3,Sector 75,12000000,6928.406466512702,577.3333333333334
1500,3,Sector 75,10000000,6666.666666666667,500.0
1495,3,Sector 75,9000000,6020.066889632107,498.3333333333333
930,2,Sector 74,5000000,5376.344086021505,465.0
2500,3,Sector 78,24000000,9600.0,833.3333333333334
2575,4,Sector 79,21500000,8349.514563106795,643.75
2890,4,Sector 79,23500000,8131.487889273357,722.5
3430,4,Sector 78,33000000,9620.991253644315,857.5
1880,3,Sector 79,15600000,8297.872340425532,626.6666666666666
1535,3,Sector 76,8500000,5537.459283387622,511.6666666666667
2250,3,Sector 50,26000000,11555.555555555555,750.0
10000,10,other,56500000,5650.0,1000.0
2500,6,other,25000000,10000.0,416.6666666666667
2080,3,other,20000000,9615.384615384615,693.3333333333334
950,2,other,4000000,4210.526315789473,475.0
7352,5,Sector 94,79500000,10813.384113166485,1470.4
1285,3,Sector 150,10000000,7782.101167315175,428.3333333333333
3998,4,Sector 128,42500000,10630.315157578789,999.5
4874,4,Sector 108,41400000,8494.050061551088,1218.5
3302,3,Sector 108,28000000,8479.709267110842,1100.6666666666667
3312,3,Sector 108,28100000,8484.299516908213,1104.0
3996,4,Sector 108,33900000,8483.483483483484,999.0
1085,2,Sector 119,5500000,5069.124423963133,542.5
2100,4,Sector 49,7500000,3571.4285714285716,525.0
4843,6,other,60000000,12389.015073301673,807.1666666666666
3998,4,Sector 128,42500000,10630.315157578789,999.5
1370,2,Sector 77,9500000,6934.306569343065,685.0
1545,3,Sector 76,7000000,4530.744336569579,515.0
1180,2,Sector 76,6000000,5084.745762711865,590.0
1315,3,Sector 76,7200000,5475.2851711026615,438.3333333333333
1035,2,Sector 76,5500000,5314.009661835748,517.5
1015,2,Sector 76,5200000,5123.152709359606,507.5
875,2,Sector 76,4400000,5028.571428571428,437.5
1320,3,Sector 78,8800000,6666.666666666667,440.0
1472,3,Sector 76,9500000,6453.804347826087,490.6666666666667
1147,2,Sector 76,6800000,5928.509154315606,573.5
1110,2,Sector 76,6500000,5855.855855855856,555.0
1625,3,Sector 77,12000000,7384.615384615385,541.6666666666666
1075,2,Sector 78,5800000,5395.3488372093025,537.5
600,1,Sector 44,2200000,3666.6666666666665,600.0
1250,3,Sector 82,7600000,6080.0,416.6666666666667
10500,7,other,95000000,9047.619047619048,1500.0
750,2,Sector 44,2500000,3333.3333333333335,375.0
1625,3,Sector 74,9000000,5538.461538461538,541.6666666666666
2175,3,Sector 75,18000000,8275.862068965518,725.0
1620,3,Sector 79,13200000,8148.148148148148,540.0
4720,4,Sector 79,40000000,8474.57627118644,1180.0
1730,3,Sector 79,15500000,8959.537572254336,576.6666666666666
1085,2,Sector 74,5200000,4792.626728110599,542.5
3070,3,Sector 78,31000000,10097.71986970684,1023.3333333333334
3430,4,Sector 78,35000000,10204.081632653062,857.5
2500,3,Sector 78,26500000,10600.0,833.3333333333334
2050,3,Sector 75,14000000,6829.268292682927,683.3333333333334
2715,5,Sector 79,22000000,8103.130755064457,543.0
1370,2,Sector 75,10500000,7664.233576642336,685.0
1310,2,Sector 75,8500000,6488.5496183206105,655.0
1495,3,Sector 75,10500000,7023.411371237458,498.3333333333333
1945,3,Sector 74,15500000,7969.151670951157,648.3333333333334
1380,2,Sector 79,9400000,6811.594202898551,690.0
4100,5,Sector 78,38000000,9268.292682926829,820.0
1495,3,Sector 75,10800000,7224.080267558528,498.3333333333333
1385,3,Sector 77,9000000,6498.194945848375,461.6666666666667
2250,4,Sector 78,20000000,8888.888888888889,562.5
1525,3,Sector 75,11800000,7737.704918032787,508.3333333333333
1260,2,Sector 75,9500000,7539.68253968254,630.0
1455,3,Sector 75,9500000,6529.209621993127,485.0
1600,3,Sector 75,10800000,6750.0,533.3333333333334
1765,3,Sector 75,11500000,6515.58073654391,588.3333333333334
1835,3,Sector 76,10500000,5722.070844686648,611.6666666666666
2385,3,Sector 150,17500000,7337.526205450734,795.0
2750,4,Sector 50,28000000,10181.818181818182,687.5
1455,3,Sector 75,9200000,6323.024054982818,485.0
1500,3,Sector 75,10000000,6666.666666666667,500.0
2250,4,Sector 75,18000000,8000.0,562.5
940,2,Sector 75,6000000,6382.978723404255,470.0
1760,3,Sector 75,11500000,6534.090909090909,586.6666666666666
2050,3,Sector 75,15000000,7317.073170731707,683.3333333333334
1550,3,Sector 75,12500000,8064.5161290322585,516.6666666666666
1380,2,Sector 79,11000000,7971.014492753623,690.0
1730,3,Sector 79,15000000,8670.520231213874,576.6666666666666
1245,2,Sector 79,9000000,7228.915662650603,622.5
1850,3,Sector 79,15000000,8108.108108108108,616.6666666666666
4425,4,Sector 78,43000000,9717.514124293786,1106.25
3070,3,Sector 78,30000000,9771.98697068404,1023.3333333333334
4500,4,other,42500000,9444.444444444445,1125.0
500,1,Sector 137,2300000,4600.0,500.0
1500,3,Sector 49,5000000,3333.3333333333335,500.0
1500,3,Sector 49,5000000,3333.3333333333335,500.0
950,2,Sector 44,3050000,3210.5263157894738,475.0
4600,4,Sector 104,60000000,13043.478260869566,1150.0
1739,3,Sector 119,10000000,5750.431282346176,579.6666666666666
600,1,Sector 44,2000000,3333.3333333333335,600.0
650,1,Sector 82,1900000,2923.076923076923,650.0
650,1,Sector 108,1800000,2769.230769230769,650.0
2500,5,Sector 49,8000000,3200.0,500.0
1100,2,other,2800000,2545.4545454545455,550.0
1000,2,other,4000000,4000.0,500.0
900,2,other,2700000,3000.0,450.0
1000,2,other,2800000,2800.0,500.0
1100,2,other,2500000,2272.7272727272725,550.0
750,1,Sector 73,2100000,2800.0,750.0
590,1,Sector 143B,3300000,5593.220338983051,590.0
1050,2,Sector 110,3000000,2857.1428571428573,525.0
3200,8,other,24000000,7500.0,400.0
7200,9,other,65000000,9027.777777777777,800.0
750,1,Sector 110,1800000,2400.0,750.0
500,1,Sector 44,1500000,3000.0,500.0
2764,4,Sector 100,20000000,7235.89001447178,691.0
2090,3,Sector 110,12000000,5741.626794258374,696.6666666666666
2764,4,Sector 100,22500000,8140.376266280752,691.0
2101,3,Sector 150,3454000,1643.9790575916231,700.3333333333334
2101,3,Sector 150,3849000,1831.984769157544,700.3333333333334
2101,3,Sector 150,3988000,1898.1437410756785,700.3333333333334
2101,3,Sector 150,4564000,2172.2989052831986,700.3333333333334
1200,2,other,4000000,3333.3333333333335,600.0
1210,3,other,5500000,4545.454545454545,403.3333333333333
1200,2,other,4900000,4083.3333333333335,600.0
1200,3,Sector 150,5001000,4167.5,400.0
1208,3,Sector 150,5001000,4139.900662251655,402.6666666666667
1500,3,Sector 150,3379999,2253.333333333333,500.0
1240,3,Sector 150,5005000,4036.2903225806454,413.3333333333333
1260,3,Sector 150,5100000,4047.6190476190477,420.0
2764,4,Sector 100,18000000,6512.301013024602,691.0
3284,4,Sector 50,35000000,10657.734470158344,821.0
700,1,Sector 110,1800000,2571.4285714285716,700.0
1000,2,Sector 105,3100000,3100.0,500.0
1010,2,other,3300000,3267.3267326732675,505.0
700,1,Sector 105,1800000,2571.4285714285716,700.0
700,1,Sector 50,2000000,2857.1428571428573,700.0
6500,7,Sector 41,45000000,6923.076923076923,928.5714285714286
3000,2,Sector 45,31500000,10500.0,1500.0
1050,2,other,3200000,3047.6190476190477,525.0
3115,4,Sector 104,35000000,11235.955056179775,778.75
650,1,Sector 41,1825000,2807.6923076923076,650.0
4455,4,Sector 121,44000000,9876.543209876543,1113.75
4000,5,Sector 41,29900000,7475.000000000001,800.0
950,2,other,2898000,3050.5263157894738,475.0
1211,3,Sector 150,4900000,4046.242774566474,403.6666666666667
1246,2,Sector 119,6500000,5216.69341894061,623.0
1695,3,Sector 143,15000000,8849.557522123894,565.0
1595,3,Sector 137,10500000,6583.0721003134795,531.6666666666666
1864,3,Sector 45,14000000,7510.729613733905,621.3333333333334
1500,4,other,16500000,11000.0,375.0
1800,4,other,17000000,9444.444444444445,450.0
1500,3,other,4000000,2666.6666666666665,500.0
950,2,Sector 82,5600000,5894.736842105263,475.0
2389,3,Sector 50,18600000,7785.684386772708,796.3333333333334
4000,6,Sector 15A,71000000,17750.0,666.6666666666666
950,2,Sector 82,5700000,6000.0,475.0
2500,3,Sector 15A,58500000,23400.0,833.3333333333334
11000,9,other,105000000,9545.454545454546,1222.2222222222222
1100,2,other,2900000,2636.3636363636365,550.0
1100,2,Sector 105,2950000,2681.818181818182,550.0
1000,2,Sector 105,2900000,2900.0,500.0
3756,5,Sector 43,46900000,12486.687965921195,751.2
700,1,Sector 105,1950000,2785.714285714286,700.0
700,1,Sector 110,1850000,2642.8571428571427,700.0
1100,2,other,2800000,2545.4545454545455,550.0
1500,3,other,4000000,2666.6666666666665,500.0
600,1,other,1700000,2833.3333333333335,600.0
700,1,other,1750000,2500.0,700.0
1250,2,Sector 78,9000000,7200.0,625.0
650,1,other,1700000,2615.3846153846152,650.0
2500,3,Sector 78,21000000,8400.0,833.3333333333334
1000,2,other,2500000,2500.0,500.0
1800,4,other,5000000,2777.777777777778,450.0
900,2,Sector 121,2800000,3111.1111111111113,450.0
700,1,Sector 110,1700000,2428.5714285714284,700.0
1500,3,Sector 41,4500000,3000.0,500.0
650,1,Sector 44,2100000,3230.769230769231,650.0
2800,6,Sector 49,9000000,3214.285714285714,466.6666666666667
2000,4,Sector 49,7000000,3500.0,500.0
2600,5,Sector 49,8000000,3076.923076923077,520.0
472,1,Sector 120,2400000,5084.745762711865,472.0
1080,2,Sector 74,5500000,5092.592592592592,540.0
1505,3,Sector 74,8200000,5448.504983388704,501.6666666666667
1800,3,Sector 74,13000000,7222.222222222223,600.0
700,1,Sector 110,1800000,2571.4285714285716,700.0
1000,2,Sector 82,3150000,3150.0,500.0
950,2,Sector 82,5800000,6105.263157894737,475.0
1495,3,Sector 75,11500000,7692.307692307692,498.3333333333333
700,1,Sector 105,1800000,2571.4285714285716,700.0
1050,2,Sector 107,3000000,2857.1428571428573,525.0
700,1,Sector 107,1800000,2571.4285714285716,700.0
2100,4,Sector 49,6950000,3309.5238095238096,525.0
2435,4,Sector 100,20200000,8295.687885010268,608.75
1650,3,Sector 76,11500000,6969.69696969697,550.0
4200,7,other,47500000,11309.52380952381,600.0
1525,3,Sector 75,11600000,7606.55737704918,508.3333333333333
950,2,Sector 82,2850000,3000.0,475.0
2000,3,Sector 15A,75000000,37500.0,666.6666666666666
2250,6,other,42500000,18888.88888888889,375.0
2100,3,Sector 15A,28500000,13571.42857142857,700.0
2650,6,other,45000000,16981.132075471698,441.6666666666667
4000,8,Sector 41,55000000,13750.0,500.0
950,2,other,2999000,3156.842105263158,475.0
2105,3,Sector 94,19200000,9121.140142517816,701.6666666666666
2111,3,Sector 110,12000000,5684.509711037423,703.6666666666666
1501,4,Sector 150,6500000,4330.446369087275,375.25
1211,3,Sector 150,4900000,4046.242774566474,403.6666666666667
1207,3,Sector 150,4900000,4059.6520298260148,402.3333333333333
1200,2,Sector 150,4900000,4083.3333333333335,600.0
1100,3,Sector 150,3500000,3181.818181818182,366.6666666666667
1100,3,Sector 150,3600000,3272.7272727272725,366.6666666666667
1150,3,Sector 150,3700000,3217.391304347826,383.3333333333333
1100,3,Sector 150,3600000,3272.7272727272725,366.6666666666667
1250,3,Sector 150,3800000,3040.0,416.6666666666667
1501,4,Sector 150,6500000,4330.446369087275,375.25
1500,4,Sector 150,6500000,4333.333333333333,375.0
1200,3,Sector 150,5500000,4583.333333333333,400.0
1500,4,other,6500000,4333.333333333333,375.0
1512,4,other,6500000,4298.941798941799,378.0
1505,4,Sector 150,6500000,4318.936877076412,376.25
1500,3,Sector 150,4500000,3000.0,500.0
1236,3,Sector 150,5300000,4288.025889967637,412.0
1234,3,Sector 150,4500000,3646.677471636953,411.3333333333333
1280,3,Sector 150,3900000,3046.875,426.6666666666667
1280,3,Sector 150,4908000,3834.375,426.6666666666667
1900,3,Sector 150,4501000,2368.9473684210525,633.3333333333334
1900,3,Sector 150,4501000,2368.9473684210525,633.3333333333334
1900,3,Sector 150,4501000,2368.9473684210525,633.3333333333334
2100,3,Sector 150,4122000,1962.857142857143,700.0
1525,3,Sector 75,11500000,7540.983606557377,508.3333333333333
1350,3,Sector 75,5200000,3851.8518518518517,450.0
2101,3,Sector 150,3844000,1829.6049500237982,700.3333333333334
1200,3,other,4567000,3805.8333333333335,400.0
1210,3,Sector 150,4000000,3305.785123966942,403.3333333333333
1500,4,Sector 150,6500000,4333.333333333333,375.0
1201,3,Sector 150,4000000,3330.5578684429643,400.3333333333333
2101,3,Sector 150,3861999,1838.172298905283,700.3333333333334
1200,3,Sector 150,4500000,3750.0,400.0
1237,3,Sector 150,5500000,4446.24090541633,412.3333333333333
1513,4,Sector 150,6500000,4296.100462656973,378.25
1221,3,Sector 150,4500000,3685.5036855036856,407.0
1289,3,Sector 150,5511000,4275.407292474787,429.6666666666667
1250,3,Sector 150,3379999,2703.9999999999995,416.6666666666667
1220,3,Sector 150,5500000,4508.196721311476,406.6666666666667
1100,3,Sector 150,3500000,3181.818181818182,366.6666666666667
1100,3,Sector 150,4000000,3636.3636363636365,366.6666666666667
1100,3,Sector 150,3400000,3090.909090909091,366.6666666666667
1100,3,Sector 150,3700000,3363.6363636363635,366.6666666666667
1201,3,Sector 150,4007000,3336.386344712739,400.3333333333333
1201,3,Sector 150,4000000,3330.5578684429643,400.3333333333333
1900,3,Sector 150,4533000,2385.7894736842104,633.3333333333334
1900,3,Sector 150,4466000,2350.5263157894738,633.3333333333334
1900,3,Sector 150,4608000,2425.2631578947367,633.3333333333334
1900,3,Sector 150,4600000,2421.0526315789475,633.3333333333334
1500,3,Sector 150,4500000,3000.0,500.0
2101,3,Sector 150,3554999,1692.0514040932887,700.3333333333334
2101,3,Sector 150,3454999,1644.4550214183719,700.3333333333334
2101,3,Sector 150,3454999,1644.4550214183719,700.3333333333334
2101,3,Sector 150,3454000,1643.9790575916231,700.3333333333334
2100,3,Sector 150,3454000,1644.7619047619048,700.0
2101,3,Sector 150,3847000,1831.0328415040458,700.3333333333334
1550,3,Sector 78,12500000,8064.5161290322585,516.6666666666666
1445,3,Sector 76,9000000,6228.3737024221455,481.6666666666667
2950,4,Sector 107,25000000,8474.57627118644,737.5
2700,5,Sector 49,8500000,3148.1481481481483,540.0
1100,2,Sector 75,7500000,6818.181818181818,550.0
2250,3,Sector 75,11500000,5111.111111111111,750.0
4874,4,Sector 108,40000000,8206.811653672548,1218.5
600,1,other,1600000,2666.6666666666665,600.0
1400,3,other,3500000,2500.0,466.6666666666667
980,2,Sector 49,3400000,3469.387755102041,490.0
1400,3,Sector 49,4800000,3428.5714285714284,466.6666666666667
1000,2,Sector 110,3000000,3000.0,500.0
950,2,Sector 49,3000000,3157.8947368421054,475.0
1000,2,Sector 49,3500000,3500.0,500.0
1779,3,Sector 100,14500000,8150.646430578977,593.0
2012,3,Sector 100,13500000,6709.741550695825,670.6666666666666
1528,3,Sector 110,9500000,6217.277486910994,509.3333333333333
1418,2,Sector 100,11000000,7757.404795486601,709.0
1528,3,Sector 110,7200000,4712.041884816754,509.3333333333333
2794,4,Sector 110,17000000,6084.466714387974,698.5
2640,3,Sector 128,25000000,9469.69696969697,880.0
1400,3,Sector 49,4500000,3214.285714285714,466.6666666666667
1528,3,Sector 110,9000000,5890.052356020942,509.3333333333333
2538,3,Sector 110,14000000,5516.154452324665,846.0
3200,4,Sector 150,24500000,7656.25,800.0
2105,3,Sector 94,21400000,10166.270783847982,701.6666666666666
1700,3,Sector 150,11000000,6470.588235294118,566.6666666666666
1675,3,Sector 150,14000000,8358.208955223881,558.3333333333334
1583,2,Sector 150,11800000,7454.200884396715,791.5
2497,3,Sector 150,18500000,7408.890668802563,832.3333333333334
2450,3,Sector 108,24700000,10081.632653061226,816.6666666666666
3000,7,other,39500000,13166.666666666666,428.57142857142856
1160,2,Sector 137,6217000,5359.482758620689,580.0
494,1,Sector 137,2750000,5566.8016194331985,494.0
494,1,Sector 137,2800000,5668.016194331984,494.0
2538,4,Sector 110,14500000,5713.159968479117,634.5
2111,3,Sector 110,14000000,6631.9279962103265,703.6666666666666
1100,2,Sector 44,3350000,3045.4545454545455,550.0
1050,2,Sector 44,3200000,3047.6190476190477,525.0
1450,3,Sector 44,4450000,3068.9655172413795,483.3333333333333
1065,2,Sector 44,3300000,3098.5915492957747,532.5
1450,3,Sector 49,4300000,2965.5172413793102,483.3333333333333
1450,3,Sector 44,4400000,3034.4827586206898,483.3333333333333
1000,2,Sector 49,3600000,3600.0,500.0
950,2,Sector 49,3200000,3368.4210526315787,475.0
600,1,Sector 49,1800000,3000.0,600.0
1500,3,Sector 49,4500000,3000.0,500.0
1115,2,Sector 137,6800000,6098.654708520179,557.5
1759,3,Sector 104,17900000,10176.236498010234,586.3333333333334
2890,4,Sector 79,23000000,7958.477508650519,722.5
1495,3,Sector 143,11500000,7692.307692307692,498.3333333333333
2535,4,Sector 93A,22000000,8678.500986193294,633.75
804,2,Sector 152,8234999,10242.537313432835,402.0
2538,4,Sector 110,14500000,5713.159968479117,634.5
1528,3,Sector 110,7100000,4646.5968586387435,509.3333333333333
1980,3,Sector 100,13000000,6565.656565656565,660.0
3943,3,Sector 107,24000000,6086.735987826528,1314.3333333333333
1500,3,Sector 49,4500000,3000.0,500.0
1400,3,Sector 49,4500000,3214.285714285714,466.6666666666667
3000,7,other,39500000,13166.666666666666,428.57142857142856
3200,4,Sector 150,24500000,7656.25,800.0
2105,3,Sector 94,21400000,10166.270783847982,701.6666666666666
1700,3,Sector 150,11000000,6470.588235294118,566.6666666666666
1675,3,Sector 150,14000000,8358.208955223881,558.3333333333334
1583,2,Sector 150,11800000,7454.200884396715,791.5
2497,3,Sector 150,18500000,7408.890668802563,832.3333333333334
2450,3,Sector 108,24700000,10081.632653061226,816.6666666666666
1160,2,Sector 137,6217000,5359.482758620689,580.0
494,1,Sector 137,2750000,5566.8016194331985,494.0
494,1,Sector 137,2800000,5668.016194331984,494.0
1779,3,Sector 100,14500000,8150.646430578977,593.0
2012,3,Sector 100,13500000,6709.741550695825,670.6666666666666
1528,3,Sector 110,9500000,6217.277486910994,509.3333333333333
1418,2,Sector 100,11000000,7757.404795486601,709.0
1528,3,Sector 110,7200000,4712.041884816754,509.3333333333333
2794,4,Sector 110,17000000,6084.466714387974,698.5
1500,3,Sector 44,4800000,3200.0,500.0
1000,2,Sector 49,3000000,3000.0,500.0
2280,3,Sector 79,18000000,7894.736842105263,760.0
1730,3,Sector 107,12500000,7225.43352601156,576.6666666666666
2450,4,Sector 93A,18000000,7346.938775510204,612.5
1690,3,Sector 79,13799999,8165.68047337278,563.3333333333334
2800,4,Sector 93A,34000000,12142.857142857143,700.0
3800,4,Sector 93A,45000000,11842.105263157895,950.0
1350,2,Sector 152,13000000,9629.62962962963,675.0
1050,2,Sector 49,3700000,3523.809523809524,525.0
1100,2,Sector 44,4000000,3636.3636363636365,550.0
1356,3,Sector 134,6050000,4461.65191740413,452.0
1860,4,Sector 82,12000000,6451.612903225807,465.0
555,1,Sector 137,3500000,6306.306306306306,555.0
1600,3,Sector 93,14500000,9062.5,533.3333333333334
2715,5,Sector 79,20800000,7661.141804788213,543.0
1495,3,Sector 79,10500000,7023.411371237458,498.3333333333333
2955,4,Sector 137,30000000,10152.284263959391,738.75
1230,3,Sector 74,8300000,6747.967479674797,410.0
950,2,Sector 82,6300000,6631.578947368421,475.0
1500,3,Sector 121,15500000,10333.333333333334,500.0
1528,3,Sector 110,9000000,5890.052356020942,509.3333333333333
1759,3,Sector 104,18000000,10233.086981239341,586.3333333333334
1505,3,Sector 74,8200000,5448.504983388704,501.6666666666667
1395,3,Sector 150,11600000,8315.412186379928,465.0
1100,2,Sector 44,2800000,2545.4545454545455,550.0
1500,3,Sector 43,4000000,2666.6666666666665,500.0
1100,2,Sector 49,3300000,3000.0,550.0
1550,3,Sector 44,4350000,2806.451612903226,516.6666666666666
1550,3,Sector 44,4500000,2903.2258064516127,516.6666666666666
1550,3,Sector 44,4500000,2903.2258064516127,516.6666666666666
1020,2,Sector 49,3250000,3186.274509803922,510.0
600,1,Sector 82,3200000,5333.333333333333,600.0
5825,5,Sector 78,50000000,8583.690987124464,1165.0
1600,3,Sector 93,13500000,8437.5,533.3333333333334
1600,3,Sector 93,13500000,8437.5,533.3333333333334
1110,2,Sector 93,7300000,6576.576576576576,555.0
2626,3,Sector 128,25000000,9520.18278750952,875.3333333333334
